date,horse_code,horse_id,horse_name,horse_number,incident,position_final,race_number
2023-10-29,G282,HK_2021_G282,VIVA A LA,6,"After the race, K C Leung reported that his mount raced keenly in the lead and as a result was left without a finishing effort in the Home Straight and raced in a disappointing manner.  Trainer K L Man stated that he agreed with the views expressed by Jockey Leung in that VIVA A LA raced too keenly, particularly when pressured by EAGLE RUN in the early stages.  He added that VIVA A LA had pleased him leading into today’s event and this was the only explanation he could offer for its disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of VIVA A LA, a last start winner, was considered to be disappointing as compared to its last start.  Before being allowed to race again, VIVA A LA will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",8,3
2023-10-29,D138,HK_2019_D138,TOTAL POWER,8,Jumped only fairly and then from the outside barrier was shifted across behind runners in the early stages.  Over the final 200 Metres lay in and proved difficult to ride out to the finish of the event.  Noted to have blood at the left nostril after the race.  A veterinary inspection including an endoscopy determined that TOTAL POWER not be declared a bleeder when there was no blood present in the sinus passages or trachea.,5,2
2023-10-29,G138,HK_2021_G138,S J TOURBILLON,3,No report.,6,2
2023-10-29,H135,HK_2022_H135,YOUNG BRILLIANT,6,A veterinary inspection immediately following the race did not show any significant findings.,7,2
2023-10-29,D241,HK_2019_D241,SUPER HONG KONG,7,"After the race, M Chadwick reported that his mount may not have appreciated stepping up to Class 3 grade for today’s event.  A veterinary inspection immediately following the race did not show any significant findings.",8,2
2023-10-29,D472,HK_2019_D472,PEAK TO PEAK,8,"Fractious in the barriers as the start was effected, leant on the right side of the barrier and as a consequence jumped awkwardly and lost ground.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  As a result of its barrier manners, PEAK TO PEAK will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination before being allowed to race again.",9,3
2023-10-29,G164,HK_2021_G164,SHENZHOU TWELVE,10,No report.,10,3
2023-10-29,G439,HK_2021_G439,GENEROUS FRIEND,9,No report.,11,3
2023-10-29,G415,HK_2021_G415,EAGLE RUN,7,"When questioned regarding the performance, K De Melo stated that from the outside barrier he was instructed to take up a forward position.  He said after riding EAGLE RUN along in the early stages, he was able to settle outside VIVA A LA in the early and middle stages.  He added making the Home Turn EAGLE RUN came under pressure, did not respond to his riding from that point and he was not comfortable with the horse’s action in the Home Straight, particularly on pulling up.  Trainer D J Whyte confirmed the instructions were to take up a forward position from the outside barrier and had expected the horse to perform better than it did today.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  Before being allowed to race again, EAGLE RUN will be subjected to an official veterinary examination.",12,3
2023-10-29,G015,HK_2021_G015,NORDIC COMBINED,8,Slow to begin.  Sent for sampling post-race.,1,1
2023-10-29,G255,HK_2021_G255,BRILLIANT PIONEER,7,Sent for sampling post-race.,2,1
2023-10-29,D409,HK_2019_D409,AUGUST MOON,1,No report.,3,1
2023-10-29,G116,HK_2021_G116,BELL OF VICTORY,11,Bumped heavily shortly after the start. Lay in in the Home Straight.,4,1
2023-10-29,G253,HK_2021_G253,STARRY NIGHT,3,"Fractious in the barriers as the start was effected, jumped awkwardly and lost ground.  Before being allowed to race again, STARRY NIGHT will be required to perform satisfactorily in a barrier trial.  Approaching the 200 Metres became held up behind THETA HEDGE when that runner commenced to give ground and then made contact with BRILLIANT EIGHT when it shifted to the outside of THETA HEDGE to avoid the heels of that runner.  Approaching the 50 Metres was then directed to the inside of AUGUST MOON to continue into clear running.",5,1
2023-10-29,H016,HK_2021_H016,PRECISION GOAL,6,After travelling a short distance raced tight between BRILLIANT EIGHT and AUGUST MOON which shifted out before being corrected by its rider.,6,1
2023-10-29,D075,HK_2019_D075,HAPPY TANGO,5,Jumped only fairly and then was crowded shortly after the start.,7 DH,1
2023-10-29,G105,HK_2021_G105,TUNG HAYE HAYE,10,Bumped on the hindquarters shortly after the start.  Near the 950 Metres was crowded between BRILLIANT PIONEER and BRILLIANT EIGHT which shifted out and away from PRECISION GOAL.,7 DH,1
2023-10-29,G205,HK_2021_G205,SIX BEST FRIENDS,9,"Jumped awkwardly and shifted out.  Noted to have bled from both nostrils after the race.  Before being allowed to race again, SIX BEST FRIENDS will be required to perform satisfactorily in a barrier trial and be subjected to an official veterinary examination.",9,1
2023-10-29,G443,HK_2021_G443,DEVIL AND GOLD,2,"From the outside barrier was shifted across behind runners in the early stages.  When commencing to make ground inside the 50 Metres was checked approaching the winning post when disappointed for clear running between PRECISION GOAL and SIX BEST FRIENDS which was commencing to give ground, and as a result could not be ridden out to the finish of the event.",10,1
2023-10-29,G280,HK_2021_G280,BRILLIANT EIGHT,12,Approaching the 200 Metres was hampered when bumped by STARRY NIGHT.  A veterinary inspection immediately following the race did not show any significant findings.,11,1
2023-10-29,E307,HK_2020_E307,THETA HEDGE,4,"After the race, L Hewitson reported that his mount travelled satisfactorily in a forward position but failed to respond to his riding in the Home Straight and, in his opinion, may have reached the end of its preparation.  Trainer K W Lui agreed with the assessment of L Hewitson and confirmed that THETA HEDGE will now be transferred to his Conghua stable to be freshened up.  A veterinary inspection immediately following the race did not show any significant findings.",12,1
2023-10-29,H223,HK_2022_H223,SEASONS WIT,8,Sent for sampling post-race.,1,7
2023-10-29,H256,HK_2022_H256,REWARD SMILE,9,Near the 950 Metres was bumped by MAJESTIC STAR which was taken out by NERVOUS WITNESS.  For some distance after the 500 Metres raced tight to the inside of MAJESTIC STAR.  Sent for sampling post-race.,2,7
2023-10-29,D489,HK_2019_D489,CARROLL STREET,7,Shifted out at the 550 Metres.,3,7
2023-10-29,E203,HK_2020_E203,MAJESTIC STAR,2,"Near the 500 Metres was crowded between REWARD SMILE and PING HAI GALAXY (B Avdulla) which shifted in after being checked.  B Avdulla was advised, wherever possible, he should exercise care in similar circumstances.",4,7
2023-10-29,E392,HK_2020_E392,WHIZZ KID,4,"Jumped only fairly.  Over the final 100 Metres raced tight between KURPANY and CARROLL STREET, both of which shifted ground. The racing manners of WHIZZ KID were considered unacceptable.  Before being allowed to race again, WHIZZ KID will be required to perform to the satisfaction of the Stewards in a barrier trial around a bend in Hong Kong.",5,7
2023-10-29,D172,HK_2019_D172,KURPANY,1,No report.,6,7
2023-10-29,E421,HK_2020_E421,NERVOUS WITNESS,6,"A veterinary inspection immediately following the race did not show any significant findings.<30/10/2023 Additional Veterinary Reports>NERVOUS WITNESS, which performed disappointingly, was examined by the Veterinary Officer who said at that time there were no significant findings. NERVOUS WITNESS was again examined by the Veterinary Officer at the stables of Trainer D A Hayes this morning. He said at this time he noted the horse to be lame in its right hind leg. Before being allowed to race again, NERVOUS WITNESS will be subjected to an official veterinary examination.",7,7
2023-10-29,G207,HK_2021_G207,WE ARE HERO,5,From a wide barrier was shifted across behind runners in the early stages.  At the 550 Metres was checked away from PING HAI GALAXY and made the turn wide.,8,7
2023-10-29,C377,HK_2018_C377,PING HAI GALAXY,3,"Near the 550 Metres was checked when crowded between CARROLL STREET and WHIZZ KID which, after being steadied away from SEASONS WIT, shifted out abruptly despite the efforts of its rider, K Teetan.  The racing manners of WHIZZ KID were considered unacceptable.  Before being allowed to race again, WHIZZ KID will be required to perform to the satisfaction of the Stewards in a barrier trial around a bend in Hong Kong.  A veterinary inspection immediately following the race did not show any significant findings.",9,7
2023-10-29,H303,HK_2022_H303,TOMODACHI KOKOROE,1,Sent for sampling post-race.,1,6
2023-10-29,E368,HK_2020_E368,PARTY WARRIOR,3,From the outside barrier was shifted across behind runners in the early stages.  Sent for sampling post-race.,2,6
2023-10-29,H235,HK_2022_H235,LUCKY PLANET,9,Slow to begin.,3,6
2023-10-29,G108,HK_2021_G108,FLAMING EAGLE,11,No report.,4,6
2023-10-29,H148,HK_2022_H148,MULTIDARLING,12,Jumped awkwardly and then was crowded shortly after.,5,6
2023-10-29,H084,HK_2022_H084,JUNEAU FLASH,2,Shortly after the start was crowded and then from a wide barrier was shifted across behind runners in the early stages.,6,6
2023-10-29,H134,HK_2022_H134,LEAN MASTER,8,In the middle stages raced keenly and for some distance after the 900 Metres was steadied when positioned tight to the inside of GOLDEN LINK.,7,6
2023-10-29,G247,HK_2021_G247,SEE U AGAIN,6,From the 600 Metres was awkwardly positioned behind GOLDEN LINK until shifting to the outside of that runner near the 400 Metres to improve.  A veterinary inspection immediately following the race did not show any significant findings.,8,6
2023-10-29,G283,HK_2021_G283,COMPASSION SUPER,5,A veterinary inspection immediately following the race did not show any significant findings.,9,6
2023-10-29,D222,HK_2019_D222,GOLDEN LINK,4,"After the race, K C Leung reported that when caught wide in the early stages, he elected to come back and take a trailing position behind DIAMOND FLARE near the 700 Metres.  He added after obtaining cover, DIAMOND FLARE then did not improve into the race  which resulted in his mount being held up behind that runner until near the 350 Metres where he was able to commence to ride his mount along.  He further stated that in the Home Straight GOLDEN LINK finished the race off only fairly.  A veterinary inspection immediately following the race did not show any significant findings.",10,6
2023-10-29,H224,HK_2022_H224,DIAMOND FLARE,10,Raced wide and without cover for the majority of the event.,11,6
2023-10-29,H250,HK_2022_H250,FLASH POINT,7,"Slow to begin.  Near the 500 Metres was checked when crowded by JUNEAU FLASH which, after improving to the inside of GOLDEN LINK (K C Leung), was then taken in by that runner before being corrected by its rider.  K C Leung was advised to exercise more care.  In considering the action taken by the Stewards, they were mindful of the evidence of Jockey Hamelin who advised that FLASH POINT, which was having its first race start, had reacted badly to the crowding and this was, in his opinion, the principal reason for the severity of the interference. The performance of FLASH POINT, which finished tailed out, was considered unacceptable.  Before being allowed to race again, FLASH POINT will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.  A veterinary inspection immediately following the race did not show any significant findings.",12,6
2023-10-22,H301,HK_2022_H301,INVINCIBLE SAGE,4,Sent for sampling post-race.,1,5
2023-10-22,D350,HK_2019_D350,SUPER COMMANDER,13,Sent for sampling post-race.,2,5
2023-10-22,E204,HK_2020_E204,FLYING HIGH,3,No report.,3,5
2023-10-22,B001,HK_2017_B001,EXPLOSIVE WITNESS,2,For some distance after the 500 Metres when racing keenly was steadied away from PLEASANT ENDEAVOR.,4,5
